Image_Name,Class,xmin,ymin,xmax,ymax,img_width,img_height
frame_26_46.jpg,Person,239,78,291,272,640,360
frame_26_46.jpg,Person,168,87,241,273,640,360
frame_26_47.jpg,Person,270,168,348,357,640,360
frame_26_47.jpg,Person,287,62,363,263,640,360
frame_26_47.jpg,Person,248,0,303,112,640,360
frame_26_47.jpg,Person,168,87,241,272,640,360
frame_26_47.jpg,Person,240,78,292,271,640,360
frame_26_48.jpg,Person,274,167,348,356,640,360
frame_26_48.jpg,Person,291,62,363,257,640,360
frame_26_48.jpg,Person,243,73,295,261,640,360
frame_26_48.jpg,Person,170,84,242,269,640,360
frame_26_48.jpg,Person,248,1,303,107,640,360
frame_26_48.jpg,Person,130,225,189,358,640,360
frame_26_49.jpg,Person,274,167,346,357,640,360
frame_26_49.jpg,Person,290,62,363,257,640,360
frame_26_49.jpg,Person,243,73,295,261,640,360
frame_26_49.jpg,Person,170,84,242,269,640,360
frame_26_49.jpg,Person,248,0,303,107,640,360
frame_26_49.jpg,Person,130,225,189,358,640,360
frame_26_5.jpg,Person,248,0,317,165,640,360
frame_26_5.jpg,Person,319,96,390,312,640,360
frame_26_5.jpg,Person,200,173,289,358,640,360
frame_26_5.jpg,Person,231,102,278,225,640,360
frame_26_5.jpg,Person,163,114,226,303,640,360
frame_26_50.jpg,Person,273,167,348,356,640,360
frame_26_50.jpg,Person,290,62,363,257,640,360
frame_26_50.jpg,Person,243,73,295,261,640,360
frame_26_50.jpg,Person,170,84,242,269,640,360
frame_26_50.jpg,Person,248,1,303,107,640,360
frame_26_50.jpg,Person,130,225,190,358,640,360
frame_26_51.jpg,Person,275,167,353,356,640,360
frame_26_51.jpg,Person,247,70,302,251,640,360
frame_26_51.jpg,Person,299,62,363,252,640,360
frame_26_51.jpg,Person,171,80,243,267,640,360
frame_26_51.jpg,Person,248,0,303,104,640,360
frame_26_52.jpg,Person,274,167,349,356,640,360
frame_26_52.jpg,Person,247,70,302,251,640,360
frame_26_52.jpg,Person,298,62,363,251,640,360
frame_26_52.jpg,Person,248,0,303,104,640,360
frame_26_52.jpg,Person,171,80,243,267,640,360
frame_26_53.jpg,Person,274,167,353,356,640,360
frame_26_53.jpg,Person,247,70,302,251,640,360
frame_26_53.jpg,Person,298,62,363,251,640,360
frame_26_53.jpg,Person,171,80,243,267,640,360
frame_26_53.jpg,Person,248,0,303,104,640,360
frame_26_54.jpg,Person,174,78,246,258,640,360
frame_26_54.jpg,Person,281,168,355,358,640,360
frame_26_54.jpg,Person,248,0,303,99,640,360
frame_26_54.jpg,Person,300,58,364,254,640,360
frame_26_54.jpg,Person,250,65,302,254,640,360
frame_26_55.jpg,Person,174,78,246,258,640,360
frame_26_55.jpg,Person,280,168,353,357,640,360
frame_26_55.jpg,Person,248,1,303,99,640,360
frame_26_55.jpg,Person,300,58,364,254,640,360
frame_26_55.jpg,Person,250,65,302,254,640,360
frame_80_23.jpg,Person,180,29,196,56,320,240
frame_80_23.jpg,Person,303,10,319,38,320,240
frame_80_23.jpg,Person,104,1,127,42,320,240
frame_80_23.jpg,Person,112,44,129,70,320,240
frame_80_23.jpg,Person,220,0,244,24,320,240
frame_80_23.jpg,Person,127,57,142,93,320,240
frame_80_23.jpg,Person,129,57,143,85,320,240
frame_80_24.jpg,Person,303,9,319,39,320,240
frame_80_24.jpg,Person,179,30,197,57,320,240
frame_80_24.jpg,Person,104,1,127,42,320,240
frame_80_24.jpg,Person,127,57,142,93,320,240
frame_80_24.jpg,Person,106,44,128,86,320,240
frame_80_24.jpg,Person,220,0,244,24,320,240
frame_80_24.jpg,Person,55,12,72,59,320,240
frame_80_25.jpg,Person,301,9,318,39,320,240
frame_80_25.jpg,Person,105,1,128,42,320,240
frame_80_25.jpg,Person,178,30,196,57,320,240
frame_80_25.jpg,Person,122,57,142,94,320,240
frame_80_25.jpg,Person,220,0,244,24,320,240
frame_80_26.jpg,Person,301,7,319,39,320,240
frame_80_26.jpg,Person,177,31,196,57,320,240
frame_80_26.jpg,Person,105,0,128,41,320,240
frame_80_26.jpg,Person,122,58,142,95,320,240
frame_80_26.jpg,Person,220,0,244,24,320,240
frame_80_27.jpg,Person,303,7,318,40,320,240
frame_80_27.jpg,Person,105,0,128,42,320,240
frame_80_27.jpg,Person,177,31,195,56,320,240
frame_80_27.jpg,Person,120,59,141,95,320,240
frame_80_27.jpg,Person,220,0,244,24,320,240
frame_80_27.jpg,Person,56,13,72,59,320,240
frame_80_28.jpg,Person,303,7,318,39,320,240
frame_80_28.jpg,Person,105,0,128,42,320,240
frame_80_28.jpg,Person,177,31,195,56,320,240
frame_80_28.jpg,Person,220,0,244,24,320,240
frame_80_28.jpg,Person,108,45,123,68,320,240
frame_80_28.jpg,Person,56,13,72,59,320,240
frame_80_29.jpg,Person,176,32,194,57,320,240
frame_80_29.jpg,Person,105,0,128,42,320,240
frame_80_29.jpg,Person,304,7,319,39,320,240
frame_80_29.jpg,Person,119,60,140,96,320,240
frame_80_29.jpg,Person,220,0,244,24,320,240
frame_80_29.jpg,Person,55,13,72,59,320,240
frame_80_30.jpg,Person,303,6,319,39,320,240
frame_80_30.jpg,Person,105,0,128,42,320,240
frame_80_30.jpg,Person,176,33,193,58,320,240
frame_80_30.jpg,Person,220,0,244,24,320,240
frame_80_30.jpg,Person,119,61,138,97,320,240
frame_80_31.jpg,Person,304,7,319,39,320,240
frame_80_31.jpg,Person,175,32,191,57,320,240
frame_80_31.jpg,Person,105,1,128,43,320,240
frame_80_31.jpg,Person,118,60,135,97,320,240
frame_80_31.jpg,Person,104,45,119,68,320,240
frame_80_31.jpg,Person,220,0,244,24,320,240
frame_80_32.jpg,Person,304,6,319,39,320,240
frame_80_32.jpg,Person,175,34,190,58,320,240
frame_80_32.jpg,Person,105,0,128,42,320,240
frame_80_32.jpg,Person,117,61,137,97,320,240
frame_80_32.jpg,Person,103,46,118,68,320,240
frame_80_32.jpg,Person,220,0,244,24,320,240
frame_80_33.jpg,Person,303,7,319,39,320,240
frame_80_33.jpg,Person,105,1,128,42,320,240
frame_80_33.jpg,Person,120,61,133,90,320,240
frame_80_33.jpg,Person,174,34,187,59,320,240
frame_80_33.jpg,Person,102,46,117,68,320,240
frame_80_33.jpg,Person,220,0,244,24,320,240
frame_80_33.jpg,Person,55,11,72,58,320,240
frame_80_34.jpg,Person,303,8,319,40,320,240
frame_80_34.jpg,Person,119,61,132,90,320,240
frame_80_34.jpg,Person,105,0,128,41,320,240
frame_80_35.jpg,Person,301,8,318,40,320,240
frame_80_35.jpg,Person,105,1,128,42,320,240
frame_80_35.jpg,Person,118,61,131,88,320,240
frame_80_36.jpg,Person,300,8,319,42,320,240
frame_80_36.jpg,Person,105,1,128,43,320,240
frame_80_36.jpg,Person,100,47,115,69,320,240
frame_80_36.jpg,Person,220,0,244,24,320,240
frame_80_36.jpg,Person,117,62,130,86,320,240
frame_80_37.jpg,Person,299,9,318,41,320,240
frame_80_37.jpg,Person,105,0,128,42,320,240
frame_80_37.jpg,Person,111,62,129,99,320,240
frame_80_37.jpg,Person,116,62,129,96,320,240
frame_80_37.jpg,Person,220,0,244,24,320,240
frame_80_38.jpg,Person,300,9,318,39,320,240
frame_80_38.jpg,Person,105,1,128,43,320,240
frame_80_38.jpg,Person,170,37,183,60,320,240
frame_80_38.jpg,Person,115,63,128,93,320,240
frame_80_39.jpg,Person,299,8,317,37,320,240
frame_80_39.jpg,Person,114,63,128,95,320,240
frame_80_39.jpg,Person,167,38,182,60,320,240
frame_80_39.jpg,Person,105,0,128,42,320,240
frame_80_4.jpg,Person,198,28,212,57,320,240
frame_80_4.jpg,Person,145,52,158,86,320,240
frame_80_4.jpg,Person,104,1,127,42,320,240
frame_80_4.jpg,Person,55,14,72,58,320,240
frame_80_40.jpg,Person,298,9,316,38,320,240
frame_80_40.jpg,Person,105,0,128,42,320,240
frame_80_40.jpg,Person,166,38,182,61,320,240
frame_80_40.jpg,Person,111,63,129,98,320,240
frame_80_40.jpg,Person,89,59,111,88,320,240
frame_80_40.jpg,Person,220,0,244,24,320,240
frame_80_40.jpg,Person,56,12,72,59,320,240
frame_80_41.jpg,Person,110,63,128,96,320,240
frame_80_41.jpg,Person,298,9,316,38,320,240
frame_80_41.jpg,Person,164,38,181,61,320,240
frame_80_41.jpg,Person,105,0,128,42,320,240
frame_80_41.jpg,Person,55,13,72,58,320,240
frame_80_42.jpg,Person,107,64,128,100,320,240
frame_80_42.jpg,Person,164,38,182,61,320,240
frame_80_42.jpg,Person,105,0,128,42,320,240
frame_80_42.jpg,Person,297,10,315,40,320,240
frame_80_42.jpg,Person,56,13,72,58,320,240
frame_80_43.jpg,Person,106,64,128,101,320,240
frame_80_43.jpg,Person,105,0,128,42,320,240
frame_80_43.jpg,Person,162,38,181,61,320,240
frame_80_43.jpg,Person,292,10,314,44,320,240
frame_80_43.jpg,Person,56,14,72,58,320,240
frame_80_44.jpg,Person,106,64,128,99,320,240
frame_80_44.jpg,Person,105,0,128,42,320,240
frame_80_44.jpg,Person,162,38,182,61,320,240
frame_80_44.jpg,Person,296,10,313,38,320,240
frame_80_44.jpg,Person,56,13,72,58,320,240
frame_80_44.jpg,Person,91,47,106,70,320,240
frame_80_45.jpg,Person,105,65,128,101,320,240
frame_80_45.jpg,Person,104,1,127,43,320,240
frame_80_45.jpg,Person,55,13,72,59,320,240
frame_80_45.jpg,Person,163,39,181,61,320,240
frame_80_45.jpg,Person,90,47,105,70,320,240
frame_122_57.jpg,Person,311,26,595,569,1280,720
frame_122_57.jpg,Person,162,202,336,653,1280,720
frame_122_57.jpg,Person,0,72,46,287,1280,720
frame_122_58.jpg,Person,314,25,597,575,1280,720
frame_122_58.jpg,Person,179,206,357,651,1280,720
frame_122_58.jpg,Person,0,73,44,287,1280,720
frame_122_59.jpg,Person,319,18,598,569,1280,720
frame_122_59.jpg,Person,0,72,44,285,1280,720
frame_122_59.jpg,Person,184,209,375,650,1280,720
frame_122_6.jpg,Person,294,25,577,623,1280,720
frame_122_7.jpg,Person,301,26,590,624,1280,720
frame_122_7.jpg,Person,3,63,100,344,1280,720
frame_122_8.jpg,Person,310,34,598,623,1280,720
frame_122_8.jpg,Person,0,65,101,345,1280,720
frame_122_9.jpg,Person,312,29,605,624,1280,720
frame_122_9.jpg,Person,0,66,94,346,1280,720
frame_123_0.jpg,Person,539,193,725,463,1280,720
frame_123_0.jpg,Person,334,190,572,714,1280,720
frame_123_1.jpg,Person,539,192,726,460,1280,720
frame_123_1.jpg,Person,333,191,561,714,1280,720
frame_123_10.jpg,Person,330,189,551,714,1280,720
frame_123_10.jpg,Person,546,182,731,451,1280,720
frame_123_11.jpg,Person,329,189,552,715,1280,720
frame_123_11.jpg,Person,547,182,733,451,1280,720
frame_123_12.jpg,Person,329,188,554,715,1280,720
frame_123_12.jpg,Person,547,181,735,451,1280,720
frame_123_13.jpg,Person,329,189,555,715,1280,720
frame_123_13.jpg,Person,545,180,736,449,1280,720
frame_123_14.jpg,Person,329,189,565,715,1280,720
frame_123_14.jpg,Person,544,180,737,450,1280,720
frame_123_15.jpg,Person,328,190,585,716,1280,720
frame_123_15.jpg,Person,548,179,737,449,1280,720
frame_123_16.jpg,Person,330,190,593,715,1280,720
frame_123_16.jpg,Person,546,179,739,447,1280,720
frame_123_17.jpg,Person,331,189,596,714,1280,720
frame_123_17.jpg,Person,546,177,739,450,1280,720
frame_123_18.jpg,Person,332,191,594,713,1280,720
frame_123_18.jpg,Person,554,178,740,450,1280,720
frame_123_19.jpg,Person,333,190,595,714,1280,720
frame_123_19.jpg,Person,548,178,741,450,1280,720
frame_123_2.jpg,Person,538,188,727,459,1280,720
frame_123_2.jpg,Person,333,191,558,714,1280,720
frame_72_10.jpg,Person,247,39,310,192,704,480
frame_72_10.jpg,Person,312,21,364,184,704,480
frame_72_10.jpg,Person,314,0,358,54,704,480
frame_72_11.jpg,Person,248,40,311,194,704,480
frame_72_11.jpg,Person,313,25,365,185,704,480
frame_72_11.jpg,Person,313,0,357,54,704,480
frame_72_12.jpg,Person,248,39,312,193,704,480
frame_72_12.jpg,Person,314,27,367,184,704,480
frame_72_12.jpg,Person,319,0,359,54,704,480
frame_72_13.jpg,Person,248,40,312,192,704,480
frame_72_13.jpg,Person,315,27,367,184,704,480
frame_72_13.jpg,Person,311,0,357,56,704,480
frame_72_14.jpg,Person,248,40,312,193,704,480
frame_72_14.jpg,Person,316,28,368,187,704,480
frame_72_14.jpg,Person,310,0,357,58,704,480
frame_72_15.jpg,Person,247,40,311,193,704,480
frame_72_15.jpg,Person,315,29,368,192,704,480
frame_72_15.jpg,Person,310,0,356,58,704,480
frame_72_16.jpg,Person,247,44,311,206,704,480
frame_72_16.jpg,Person,316,31,370,200,704,480
frame_72_16.jpg,Person,313,0,357,62,704,480
frame_72_17.jpg,Person,247,46,311,214,704,480
frame_72_17.jpg,Person,317,35,372,205,704,480
frame_72_17.jpg,Person,314,0,345,68,704,480
frame_72_18.jpg,Person,247,47,311,210,704,480
frame_72_18.jpg,Person,318,35,374,206,704,480
frame_72_19.jpg,Person,247,49,311,217,704,480
frame_72_19.jpg,Person,319,36,376,208,704,480
frame_72_19.jpg,Person,315,0,347,73,704,480
frame_72_2.jpg,Person,246,31,301,172,704,480
frame_72_2.jpg,Person,306,17,358,162,704,480
frame_72_20.jpg,Person,246,51,309,219,704,480
frame_72_20.jpg,Person,320,36,379,209,704,480
frame_72_20.jpg,Person,315,0,349,82,704,480
frame_72_21.jpg,Person,243,51,308,219,704,480
frame_72_21.jpg,Person,322,37,380,210,704,480
frame_72_21.jpg,Person,314,0,349,81,704,480
frame_72_22.jpg,Person,242,50,307,219,704,480
frame_72_22.jpg,Person,322,37,381,210,704,480
frame_72_22.jpg,Person,312,0,347,78,704,480
frame_72_23.jpg,Person,241,50,307,219,704,480
frame_72_23.jpg,Person,323,37,383,210,704,480
frame_72_23.jpg,Person,312,0,349,78,704,480
frame_72_24.jpg,Person,324,38,385,210,704,480
frame_72_24.jpg,Person,239,50,306,219,704,480
frame_72_24.jpg,Person,312,0,347,78,704,480
frame_72_25.jpg,Person,323,40,386,216,704,480
frame_72_25.jpg,Person,239,52,306,220,704,480
frame_72_25.jpg,Person,311,0,346,78,704,480
frame_72_26.jpg,Person,323,41,388,220,704,480
frame_72_26.jpg,Person,239,54,306,228,704,480
frame_72_26.jpg,Person,313,0,347,77,704,480
frame_72_27.jpg,Person,324,42,389,225,704,480
frame_72_27.jpg,Person,240,55,307,234,704,480
frame_72_27.jpg,Person,311,0,345,77,704,480
frame_72_28.jpg,Person,239,59,308,242,704,480
frame_72_28.jpg,Person,324,45,389,230,704,480
frame_72_28.jpg,Person,313,0,349,76,704,480
frame_72_29.jpg,Person,240,62,310,247,704,480
frame_72_29.jpg,Person,325,48,389,237,704,480
frame_72_29.jpg,Person,311,0,343,76,704,480
frame_72_3.jpg,Person,247,31,302,172,704,480
frame_72_3.jpg,Person,306,16,359,162,704,480
frame_72_30.jpg,Person,325,49,390,239,704,480
frame_72_30.jpg,Person,239,63,310,249,704,480
frame_72_30.jpg,Person,310,0,341,76,704,480
frame_72_31.jpg,Person,325,49,390,239,704,480
frame_72_31.jpg,Person,240,64,311,250,704,480
frame_72_31.jpg,Person,311,0,340,76,704,480
frame_72_32.jpg,Person,239,64,313,250,704,480
frame_72_32.jpg,Person,325,50,390,239,704,480
frame_72_32.jpg,Person,311,0,339,74,704,480
frame_72_33.jpg,Person,236,64,313,250,704,480
frame_72_33.jpg,Person,327,50,393,240,704,480
frame_72_33.jpg,Person,312,0,339,72,704,480
frame_72_34.jpg,Person,236,65,314,251,704,480
frame_72_34.jpg,Person,327,50,393,240,704,480
frame_72_34.jpg,Person,312,0,339,70,704,480
frame_116_47.jpg,Person,240,138,462,540,1280,720
frame_116_48.jpg,Person,237,147,458,552,1280,720
frame_116_49.jpg,Person,215,162,431,552,1280,720
frame_116_5.jpg,Person,113,236,382,713,1280,720
frame_116_50.jpg,Person,207,166,421,551,1280,720
frame_116_51.jpg,Person,207,166,421,551,1280,720
frame_116_52.jpg,Person,202,177,409,604,1280,720
frame_116_53.jpg,Person,196,199,407,659,1280,720
frame_116_54.jpg,Person,144,224,402,684,1280,720
frame_116_55.jpg,Person,136,288,386,714,1280,720
frame_116_56.jpg,Person,143,336,443,714,1280,720
frame_116_57.jpg,Person,175,403,516,715,1280,720
frame_116_58.jpg,Person,175,403,517,715,1280,720
frame_116_59.jpg,Person,220,462,634,716,1280,720
frame_116_6.jpg,Person,128,231,382,714,1280,720
frame_116_7.jpg,Person,134,224,381,711,1280,720
frame_116_8.jpg,Person,135,218,382,706,1280,720
frame_116_9.jpg,Person,135,218,382,707,1280,720
frame_117_0.jpg,Person,4,192,215,570,1280,720
frame_117_0.jpg,Person,466,167,651,315,1280,720
frame_117_0.jpg,Person,313,264,573,570,1280,720
frame_117_0.jpg,Person,719,191,913,297,1280,720
frame_117_1.jpg,Person,4,192,217,570,1280,720
frame_117_1.jpg,Person,465,167,651,316,1280,720
frame_117_1.jpg,Person,312,264,565,570,1280,720
frame_117_1.jpg,Person,719,190,913,297,1280,720
frame_117_10.jpg,Person,5,194,229,569,1280,720
frame_117_10.jpg,Person,465,168,653,312,1280,720
frame_117_10.jpg,Person,740,188,906,298,1280,720
frame_117_10.jpg,Person,312,267,558,568,1280,720
frame_117_11.jpg,Person,6,194,228,570,1280,720
frame_117_11.jpg,Person,465,168,653,312,1280,720
frame_117_11.jpg,Person,740,188,906,298,1280,720
frame_117_11.jpg,Person,312,267,555,568,1280,720
frame_117_11.jpg,Person,326,269,556,466,1280,720
frame_117_12.jpg,Person,5,194,227,569,1280,720
frame_117_12.jpg,Person,465,168,653,311,1280,720
frame_117_12.jpg,Person,744,187,905,298,1280,720
frame_117_12.jpg,Person,313,268,557,568,1280,720
frame_117_12.jpg,Person,328,268,558,465,1280,720
frame_117_13.jpg,Person,5,194,226,569,1280,720
frame_117_13.jpg,Person,464,167,653,312,1280,720
frame_117_13.jpg,Person,746,188,906,298,1280,720
frame_117_13.jpg,Person,313,268,557,568,1280,720
frame_117_13.jpg,Person,328,269,558,466,1280,720
frame_96_10.jpg,Person,0,33,14,68,450,360
frame_96_11.jpg,Person,195,134,247,209,450,360
frame_96_11.jpg,Person,0,33,14,68,450,360
frame_96_12.jpg,Person,194,134,245,209,450,360
frame_96_12.jpg,Person,0,33,14,68,450,360
frame_96_13.jpg,Person,196,132,246,209,450,360
frame_96_13.jpg,Person,0,33,14,68,450,360
frame_96_14.jpg,Person,0,33,14,68,450,360
frame_96_15.jpg,Person,198,134,240,208,450,360
frame_96_15.jpg,Person,0,33,14,68,450,360
frame_96_16.jpg,Person,0,33,14,68,450,360
frame_96_16.jpg,Person,189,132,237,207,450,360
frame_96_16.jpg,Person,200,138,235,206,450,360
frame_96_17.jpg,Person,189,132,237,207,450,360
frame_96_17.jpg,Person,200,138,235,206,450,360
frame_96_17.jpg,Person,0,33,14,68,450,360
frame_96_18.jpg,Person,188,132,237,208,450,360
frame_96_18.jpg,Person,0,33,14,68,450,360
frame_96_19.jpg,Person,0,33,14,68,450,360
frame_96_19.jpg,Person,185,138,237,207,450,360
frame_96_2.jpg,Person,214,127,250,224,450,360
frame_96_2.jpg,Person,0,33,14,69,450,360
frame_96_20.jpg,Person,0,33,14,69,450,360
frame_96_20.jpg,Person,186,138,238,207,450,360
frame_96_21.jpg,Person,0,33,14,68,450,360
frame_96_24.jpg,Person,0,33,14,68,450,360
frame_96_24.jpg,Person,185,144,235,207,450,360
frame_96_25.jpg,Person,0,33,14,68,450,360
frame_96_25.jpg,Person,196,145,235,203,450,360
frame_96_26.jpg,Person,186,145,234,207,450,360
frame_96_26.jpg,Person,0,33,14,68,450,360
frame_96_27.jpg,Person,185,145,234,206,450,360
frame_96_27.jpg,Person,0,33,14,68,450,360
frame_96_28.jpg,Person,187,145,233,206,450,360
frame_96_28.jpg,Person,0,33,14,68,450,360
frame_96_29.jpg,Person,186,146,236,207,450,360
frame_96_29.jpg,Person,0,33,14,68,450,360
frame_106_44.jpg,Person,450,412,675,714,1280,720
frame_106_44.jpg,Person,1177,338,1278,714,1280,720
frame_106_44.jpg,Person,799,20,916,236,1280,720
frame_106_44.jpg,Person,521,151,642,273,1280,720
frame_106_44.jpg,Person,543,213,651,334,1280,720
frame_106_44.jpg,Person,484,152,678,464,1280,720
frame_106_44.jpg,Person,483,150,531,271,1280,720
frame_106_45.jpg,Person,451,412,683,714,1280,720
frame_106_45.jpg,Person,483,150,678,464,1280,720
frame_106_45.jpg,Person,800,19,919,234,1280,720
frame_106_45.jpg,Person,523,150,643,277,1280,720
frame_106_45.jpg,Person,542,213,652,332,1280,720
frame_106_46.jpg,Person,451,412,675,714,1280,720
frame_106_46.jpg,Person,799,20,918,234,1280,720
frame_106_46.jpg,Person,483,149,679,464,1280,720
frame_106_46.jpg,Person,523,150,643,273,1280,720
frame_106_46.jpg,Person,541,213,652,334,1280,720
frame_106_47.jpg,Person,451,412,676,714,1280,720
frame_106_47.jpg,Person,1195,386,1278,713,1280,720
frame_106_47.jpg,Person,799,20,920,234,1280,720
frame_106_47.jpg,Person,484,149,680,465,1280,720
frame_106_47.jpg,Person,524,150,642,279,1280,720
frame_106_47.jpg,Person,541,212,652,334,1280,720
frame_106_48.jpg,Person,453,411,675,714,1280,720
frame_106_48.jpg,Person,799,19,925,234,1280,720
frame_106_48.jpg,Person,524,149,643,274,1280,720
frame_106_48.jpg,Person,542,212,653,333,1280,720
frame_106_48.jpg,Person,500,217,680,462,1280,720
frame_106_48.jpg,Person,485,150,534,271,1280,720
frame_106_49.jpg,Person,454,410,678,714,1280,720
frame_106_49.jpg,Person,500,210,681,461,1280,720
frame_106_49.jpg,Person,798,20,927,232,1280,720
frame_106_49.jpg,Person,1211,445,1279,714,1280,720
frame_106_49.jpg,Person,486,149,536,268,1280,720
frame_106_49.jpg,Person,526,148,642,278,1280,720
frame_106_49.jpg,Person,546,211,656,336,1280,720
frame_106_5.jpg,Person,466,374,729,714,1280,720
frame_106_5.jpg,Person,999,144,1143,593,1280,720
frame_106_5.jpg,Person,1108,106,1240,535,1280,720
frame_106_5.jpg,Person,763,19,869,194,1280,720
frame_106_5.jpg,Person,479,166,536,276,1280,720
frame_106_5.jpg,Person,492,213,640,448,1280,720
frame_106_5.jpg,Person,517,155,560,238,1280,720
frame_106_5.jpg,Person,564,227,647,336,1280,720
frame_106_50.jpg,Person,455,409,676,714,1280,720
frame_106_50.jpg,Person,501,209,681,460,1280,720
frame_106_50.jpg,Person,798,19,931,230,1280,720
frame_106_50.jpg,Person,487,147,537,268,1280,720
frame_106_50.jpg,Person,526,147,646,271,1280,720
frame_106_50.jpg,Person,1211,445,1278,712,1280,720
frame_106_50.jpg,Person,548,210,656,334,1280,720
frame_106_51.jpg,Person,455,409,676,714,1280,720
frame_106_51.jpg,Person,502,209,682,460,1280,720
frame_106_51.jpg,Person,795,19,934,219,1280,720
frame_106_51.jpg,Person,488,147,538,268,1280,720
frame_106_51.jpg,Person,526,146,645,273,1280,720
frame_106_51.jpg,Person,1219,479,1278,714,1280,720
frame_106_52.jpg,Person,455,409,676,714,1280,720
frame_106_52.jpg,Person,502,209,682,460,1280,720
frame_106_52.jpg,Person,795,19,934,218,1280,720
frame_106_52.jpg,Person,488,147,538,268,1280,720
frame_106_52.jpg,Person,526,147,646,273,1280,720
frame_106_52.jpg,Person,1219,478,1278,716,1280,720
frame_106_52.jpg,Person,264,269,321,383,1280,720
frame_106_53.jpg,Person,455,411,676,715,1280,720
frame_106_53.jpg,Person,501,210,681,461,1280,720
frame_106_53.jpg,Person,795,19,937,216,1280,720
frame_106_53.jpg,Person,488,150,538,270,1280,720
frame_106_53.jpg,Person,527,147,641,279,1280,720
frame_106_53.jpg,Person,546,210,656,339,1280,720
frame_106_53.jpg,Person,1235,538,1279,718,1280,720
frame_106_54.jpg,Person,454,411,676,714,1280,720
frame_106_54.jpg,Person,790,19,937,218,1280,720
frame_106_54.jpg,Person,1231,520,1278,715,1280,720
frame_106_54.jpg,Person,527,148,639,275,1280,720
frame_106_54.jpg,Person,498,212,680,462,1280,720
frame_106_54.jpg,Person,542,210,653,333,1280,720
frame_106_54.jpg,Person,486,150,537,269,1280,720
frame_106_55.jpg,Person,454,411,676,714,1280,720
frame_106_55.jpg,Person,526,149,637,279,1280,720
frame_106_55.jpg,Person,542,211,652,332,1280,720
frame_106_55.jpg,Person,498,215,679,462,1280,720
frame_106_55.jpg,Person,826,21,941,230,1280,720
frame_106_55.jpg,Person,486,150,541,269,1280,720
frame_106_56.jpg,Person,454,411,675,714,1280,720
frame_106_56.jpg,Person,527,147,636,272,1280,720
frame_106_56.jpg,Person,498,212,678,462,1280,720
frame_106_56.jpg,Person,542,210,650,332,1280,720
frame_106_56.jpg,Person,789,20,942,218,1280,720
frame_106_56.jpg,Person,486,149,541,268,1280,720
frame_106_56.jpg,Person,835,20,942,221,1280,720
frame_106_57.jpg,Person,454,411,675,714,1280,720
frame_106_57.jpg,Person,827,20,946,212,1280,720
frame_106_57.jpg,Person,526,147,635,274,1280,720
frame_106_57.jpg,Person,541,209,649,332,1280,720
frame_106_57.jpg,Person,496,214,677,462,1280,720
frame_106_57.jpg,Person,487,149,539,267,1280,720
frame_106_58.jpg,Person,453,411,674,714,1280,720
frame_106_58.jpg,Person,827,20,946,212,1280,720
frame_106_58.jpg,Person,498,210,678,461,1280,720
frame_106_58.jpg,Person,527,147,635,274,1280,720
frame_106_58.jpg,Person,541,209,648,332,1280,720
frame_106_58.jpg,Person,486,149,539,267,1280,720
frame_106_59.jpg,Person,454,412,676,714,1280,720
frame_106_59.jpg,Person,498,213,677,463,1280,720
frame_106_59.jpg,Person,527,149,634,277,1280,720
frame_106_59.jpg,Person,487,150,539,268,1280,720
frame_106_59.jpg,Person,541,210,646,333,1280,720
frame_106_59.jpg,Person,794,19,947,208,1280,720
frame_106_6.jpg,Person,467,374,730,714,1280,720
frame_106_6.jpg,Person,1000,146,1147,592,1280,720
frame_106_6.jpg,Person,480,163,536,274,1280,720
frame_106_6.jpg,Person,1110,106,1246,534,1280,720
frame_106_6.jpg,Person,764,19,871,164,1280,720
frame_106_6.jpg,Person,518,153,562,238,1280,720
frame_106_6.jpg,Person,493,213,646,449,1280,720
frame_106_7.jpg,Person,466,377,724,715,1280,720
frame_106_7.jpg,Person,1012,148,1148,592,1280,720
frame_106_7.jpg,Person,1130,111,1256,539,1280,720
frame_106_7.jpg,Person,772,19,875,202,1280,720
frame_106_7.jpg,Person,479,162,534,272,1280,720
frame_106_7.jpg,Person,519,152,563,237,1280,720
frame_106_7.jpg,Person,493,212,646,451,1280,720
frame_106_8.jpg,Person,468,378,724,714,1280,720
frame_106_8.jpg,Person,1136,113,1262,538,1280,720
frame_106_8.jpg,Person,1012,148,1152,591,1280,720
frame_106_8.jpg,Person,494,212,675,459,1280,720
frame_106_8.jpg,Person,480,161,536,272,1280,720
frame_106_8.jpg,Person,520,152,564,237,1280,720
frame_106_8.jpg,Person,774,19,879,152,1280,720
frame_106_8.jpg,Person,565,220,658,343,1280,720
frame_106_9.jpg,Person,467,378,714,713,1280,720
frame_106_9.jpg,Person,1021,147,1154,591,1280,720
frame_106_9.jpg,Person,1146,114,1273,537,1280,720
frame_106_9.jpg,Person,496,211,677,459,1280,720
frame_106_9.jpg,Person,779,19,881,204,1280,720
frame_106_9.jpg,Person,477,160,538,272,1280,720
frame_106_9.jpg,Person,520,151,565,238,1280,720
frame_106_9.jpg,Person,520,151,630,282,1280,720
frame_107_0.jpg,Person,477,279,780,713,1280,720
frame_107_0.jpg,Person,560,166,680,322,1280,720
frame_107_0.jpg,Person,1125,19,1180,132,1280,720
